,text,created_at,date,trade_war,dax_close,dax_return,dax_op,usa_close,usa_return,usa_op,Date,china_close,china_return,china_op
34,RT @realDonaldTrump: Nancy Pelosi needs help fast! There is either something wrong with her “upstairs” or she just plain doesn’t like our…,10-17-2019 12:38:27,2019-10-17,False,12654.9502,-0.11979626,0,2997.949951,0.27552194399999996,1,17-10-2019,2977.330078,-0.046346322999999995,0
35,This is the real story. Thank you Jim! https://t.co/VqJrsUJdiX,10-17-2019 11:54:12,2019-10-17,False,12654.9502,-0.11979626,0,2997.949951,0.27552194399999996,1,17-10-2019,2977.330078,-0.046346322999999995,0
36,RT @senatemajldr: Washington Democrats have been engaged in a three-year-long impeachment parade in search of a rationale. Prominent House…,10-17-2019 04:41:30,2019-10-17,False,12654.9502,-0.11979626,0,2997.949951,0.27552194399999996,1,17-10-2019,2977.330078,-0.046346322999999995,0
37,RT @senatemajldr: Already House Democrats’ impeachment “inquiry” is violating norms and precedent. They are denying Republicans and Presid…,10-17-2019 04:41:26,2019-10-17,False,12654.9502,-0.11979626,0,2997.949951,0.27552194399999996,1,17-10-2019,2977.330078,-0.046346322999999995,0
38,RT @senatemajldr: Speaker Pelosi is still blocking the USMCA a major trade deal that would create 176000 new American jobs. Senate Democr…,10-17-2019 04:41:22,2019-10-17,True,12654.9502,-0.11979626,0,2997.949951,0.27552194399999996,1,17-10-2019,2977.330078,-0.046346322999999995,0
39,I am the only person who can fight for the safety of our troops &amp; bring them home from the ridiculous &amp; costly Endless Wars and be scorned. Democrats always liked that position until I took it. Democrats always liked Walls until I built them. Do you see what’s happening here?,10-17-2019 04:39:26,2019-10-17,False,12654.9502,-0.11979626,0,2997.949951,0.27552194399999996,1,17-10-2019,2977.330078,-0.046346322999999995,0
40,“About 500000 human beings were killed in Syria while Barack Obama was president &amp; leading for a “political settlement” to that civil war. Media has been more outraged in the last 72 hours over our Syria policy than they were at any point during 7 years of slaughter.” BuckSexton,10-17-2019 04:29:31,2019-10-17,False,12654.9502,-0.11979626,0,2997.949951,0.27552194399999996,1,17-10-2019,2977.330078,-0.046346322999999995,0
41,RT @RepThomasMassie: Congress never voted to send troops to Syria but in five minutes we will be voting on a resolution that disapproves o…,10-17-2019 04:14:08,2019-10-17,False,12654.9502,-0.11979626,0,2997.949951,0.27552194399999996,1,17-10-2019,2977.330078,-0.046346322999999995,0
42,RT @SteveScalise: People all across the country should be alarmed.Pelosi and Schiff are trying to impeach @realDonaldTrump behind closed…,10-17-2019 04:12:20,2019-10-17,False,12654.9502,-0.11979626,0,2997.949951,0.27552194399999996,1,17-10-2019,2977.330078,-0.046346322999999995,0
43,https://t.co/ZtCSrCqJcN,10-17-2019 02:26:47,2019-10-17,False,12654.9502,-0.11979626,0,2997.949951,0.27552194399999996,1,17-10-2019,2977.330078,-0.046346322999999995,0
44,Hope all House Republicans and honest House Democrats will vote to CENSURE Rep. Adam Schiff tomorrow for his brazen and unlawful act of fabricating (making up) a totally phony conversation with the Ukraine President and U.S. President me. Most have never seen such a thing!,10-17-2019 01:14:36,2019-10-17,False,12654.9502,-0.11979626,0,2997.949951,0.27552194399999996,1,17-10-2019,2977.330078,-0.046346322999999995,0
45,Years of BAD GOVERNMENT such a sorry thing to see! https://t.co/H1r2Be2YS6,10-17-2019 01:11:05,2019-10-17,False,12654.9502,-0.11979626,0,2997.949951,0.27552194399999996,1,17-10-2019,2977.330078,-0.046346322999999995,0
46,“What has happened here with the Anthony Wiener laptop the Server all of the Emails between Huma Abedin and Hillary Clinton the deleted Clinton Emails - what is going on?” @LouDobbs  Joe D &amp; Victoria T!,10-17-2019 00:58:22,2019-10-17,False,12654.9502,-0.11979626,0,2997.949951,0.27552194399999996,1,17-10-2019,2977.330078,-0.046346322999999995,0
47,THANK YOU you Dallas Texas. See you tomorrow night at the American Airlines Center! #TRUMP2020 https://t.co/fbtzlbroQi,10-17-2019 00:44:39,2019-10-17,False,12654.9502,-0.11979626,0,2997.949951,0.27552194399999996,1,17-10-2019,2977.330078,-0.046346322999999995,0
48,“This President is the most patriotic President I’ve seen in many years. He is going to do what is good for Americans.”  Congressman Brian Babin Texas. Thank you Brian!,10-17-2019 00:12:38,2019-10-17,False,12654.9502,-0.11979626,0,2997.949951,0.27552194399999996,1,17-10-2019,2977.330078,-0.046346322999999995,0
49,Nancy Pelosi needs help fast! There is either something wrong with her “upstairs” or she just plain doesn’t like our great Country. She had a total meltdown in the White House today. It was very sad to watch. Pray for her she is a very sick person!,10-17-2019 00:00:40,2019-10-17,False,12654.9502,-0.11979626,0,2997.949951,0.27552194399999996,1,17-10-2019,2977.330078,-0.046346322999999995,0
50,RT @realDonaldTrump: 95% Approval Rating in the Republican Party. Thank you! Just won two Congressional Seats in North Carolina  &amp; a Gover…,10-16-2019 23:35:47,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
51,The Do Nothing Democrats Pelosi and Schumer stormed out of the Cabinet Room! https://t.co/hmP4FNhemv,10-16-2019 22:42:40,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
52,Nervous Nancy's unhinged meltdown! https://t.co/RDeUI7sfe7,10-16-2019 22:29:35,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
53,Do you think they like me? https://t.co/TDmUnJ8HtF,10-16-2019 22:21:51,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
54,RT @PressSec: .@realDonaldTrump was measured &amp; decisive today. @SpeakerPelosi walking out was baffling but not surprising w NO intention of…,10-16-2019 22:21:24,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
55,I’m fighting for the American people but the Democrats’ sole focus is fighting against ME with their fraudulent Witch Hunt. Go to https://t.co/Dt42WogFxM and tell Democrats in Congress that Enough is Enough!,10-16-2019 22:19:13,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
56,FAKE NEWS! https://t.co/ta8ii8yetP,10-16-2019 21:17:07,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
57,THANK YOU WORKING HARD! https://t.co/sNUppjB4Xm,10-16-2019 21:08:16,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
58,https://t.co/O8E3i8kJwS,10-16-2019 19:33:24,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
59,Guatemala Honduras &amp; El Salvador have all signed historic Asylum Cooperation Agreements and are working to end the scourge of human smuggling. To further accelerate this progress the U.S. will shortly be approving targeted assistance in the areas of law enforcement &amp; security.,10-16-2019 18:44:06,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
60,Senator Rand Paul just wrote a great book “The Case Against Socialism” which is now out. Highly recommended – as America was founded on LIBERTY &amp; INDEPENDENCE – not government coercion domination &amp; control. We were born free and will stay free as long as I am your President!,10-16-2019 18:05:43,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
61,Republicans are totally deprived of their rights in this Impeachment Witch Hunt. No lawyers no questions no transparency! The good news is that the Radical Left Dems have No Case. It is all based on their Fraud and Fabrication!,10-16-2019 11:46:25,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
62,Our record Economy would CRASH just like in 1929 if any of those clowns became President!,10-16-2019 11:29:50,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
63,95% Approval Rating in the Republican Party. Thank you! Just won two Congressional Seats in North Carolina  &amp; a Governors runoff in Louisiana which Republicans should now win! Because of Impeachment Fraud we will easily take back the House add in the Senate &amp; again win Pres!,10-16-2019 11:25:52,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
64,“What is happening to President Trump with Impeachment is a Constitutional Travesty.” @GrahamLedger  The likes of which we have never seen before. It is Adam Schiff and Nancy Pelosi who should be impeached for fraud!,10-16-2019 11:14:11,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
65,You would think there is NO WAY that any of the Democrat Candidates that we witnessed last night could possibly become President of the United States. Now you see why they have no choice but to push a totally illegal &amp; absurd Impeachment of one of the most successful Presidents!,10-16-2019 11:10:02,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
66,We now have the greatest Economy in history! https://t.co/8fLOejOpxH,10-16-2019 03:22:00,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
67,A great group of Champions! https://t.co/A2ux83427l,10-16-2019 03:16:57,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
68,Looks good to me! https://t.co/3aHn7y3ZxI,10-16-2019 03:15:40,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
69,RT @realDonaldTrump: Just out: MEDIAN HOUSEHOLD INCOME IS AT THE HIGHEST POINT EVER EVER EVER! How about saying it this way IN THE HISTO…,10-16-2019 03:09:44,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
70,RT @realDonaldTrump: Democrats are allowing no transparency at the Witch Hunt hearings. If Republicans ever did this they would be excoriat…,10-16-2019 03:09:36,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
71,RT @CortesSteve: As Hispanic Heritage Month wraps up please see my interview with ⁦@LaraLeaTrump⁩ about the #TrumpBoom and the benefits fo…,10-16-2019 03:08:40,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
72,RT @CLewandowski_: Great new book just released by ⁦@RandPaul⁩. The Case Against Socialism - Rand Paul - Hardcover. Pick up your copy today…,10-16-2019 03:07:30,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
73,Shifty Adam Schiff wants to rest his entire case on a Whistleblower who he now says can’t testify &amp; the reason he can’t testify is that he is afraid to do so because his account of the Presidential telephone call is a fraud &amp; totally different from the actual transcribed call...,10-16-2019 02:21:54,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
74,.... It also brings Shifty’s fraudulent MADE UP CALL which he read to the United States Congress pretending it to be the words of President Trump which they were not! Nancy Pelosi is involved in this fraud in that she confirmed his fraudulent words on @GMA and much more!,10-16-2019 02:21:54,2019-10-16,False,12670.11035,0.318231743,1,2989.689941,-0.200354924,0,16-10-2019,2978.709961,-0.414276253,0
75,https://t.co/Kj1LtwYSXa https://t.co/YgXImlvOYd,10-15-2019 22:34:18,2019-10-15,False,12629.79004,1.1340684890000001,1,2995.679932,0.985753841,1,15-10-2019,2991.050049,-0.562673099,0
76,The @StLouisBlues amazing comeback reminds us to never give up – and never lose faith. When you work hard support each other believe in yourself and give it everything you’ve got victory is always within reach! #STLBlues https://t.co/QeF54kqUak,10-15-2019 20:05:12,2019-10-15,False,12629.79004,1.1340684890000001,1,2995.679932,0.985753841,1,15-10-2019,2991.050049,-0.562673099,0
77,Congratulations @StLouisBlues! https://t.co/WjlWYFuiE6,10-15-2019 19:58:53,2019-10-15,False,12629.79004,1.1340684890000001,1,2995.679932,0.985753841,1,15-10-2019,2991.050049,-0.562673099,0
78,Now that we have found out that @CNN is a virtual fraud rumor has it that Jeff Zucker will be resigining momentarily?,10-15-2019 18:04:56,2019-10-15,False,12629.79004,1.1340684890000001,1,2995.679932,0.985753841,1,15-10-2019,2991.050049,-0.562673099,0
79,Join me in Dallas Texas this Thursday (October 17th) at the American Airlines Center! #KAG2020Tickets: https://t.co/DBmvgoQSTX https://t.co/cIuZfcj5EI,10-15-2019 16:41:36,2019-10-15,False,12629.79004,1.1340684890000001,1,2995.679932,0.985753841,1,15-10-2019,2991.050049,-0.562673099,0
80,Mississippi there is a VERY important election for Governor on November 5th. I need you to Get Out and Vote for our Great Republican nominee @TateReeves. Tate is strong on Crime tough on Illegal Immigration and will protect your Second Amendment....,10-15-2019 15:57:15,2019-10-15,True,12629.79004,1.1340684890000001,1,2995.679932,0.985753841,1,15-10-2019,2991.050049,-0.562673099,0
81,....He loves our Military and supports our Vets! Get out and Vote for Tate Reeves on November 5th. He has my Complete and Total Endorsement!,10-15-2019 15:57:15,2019-10-15,False,12629.79004,1.1340684890000001,1,2995.679932,0.985753841,1,15-10-2019,2991.050049,-0.562673099,0
82,Just out: MEDIAN HOUSEHOLD INCOME IS AT THE HIGHEST POINT EVER EVER EVER! How about saying it this way IN THE HISTORY OF OUR COUNTRY! Also MORE PEOPLE WORKING TODAY IN THE USA THAN AT ANY TIME IN HISTORY! Tough numbers for the Radical Left Democrats to beat! Impeach the Pres.,10-15-2019 15:32:05,2019-10-15,False,12629.79004,1.1340684890000001,1,2995.679932,0.985753841,1,15-10-2019,2991.050049,-0.562673099,0
83,Governor @MattBevin has done a wonderful job for the people of Kentucky! He continues to protect your very important Second Amendment. Matt is Strong on Crime and the Border he Loves our Great Vets and Military. Matt has my Complete and Total Endorsement and always has!,10-15-2019 15:30:39,2019-10-15,True,12629.79004,1.1340684890000001,1,2995.679932,0.985753841,1,15-10-2019,2991.050049,-0.562673099,0
84,Hunter Biden was really bad on @GMA. Now Sleepy Joe has real problems! Reminds me of Crooked Hillary and her 33000 deleted Emails not recoverable!,10-15-2019 15:14:09,2019-10-15,False,12629.79004,1.1340684890000001,1,2995.679932,0.985753841,1,15-10-2019,2991.050049,-0.562673099,0
85,Democrats are allowing no transparency at the Witch Hunt hearings. If Republicans ever did this they would be excoriated by the Fake News. Let the facts come out from the charade of people most of whom I do not know they are interviewing for 9 hours each not selective leaks.,10-15-2019 13:40:00,2019-10-15,False,12629.79004,1.1340684890000001,1,2995.679932,0.985753841,1,15-10-2019,2991.050049,-0.562673099,0
86,“Project Veritas-Obtained Undercover Videos Highlight Jeff Zucker’s (@CNN) Campaign To Destroy Trump. Videos Reveal @CNN’s BIAS!” @TuckerCarlson @FoxNews Does this sound like a good or even great lawsuit?,10-15-2019 00:51:26,2019-10-15,False,12629.79004,1.1340684890000001,1,2995.679932,0.985753841,1,15-10-2019,2991.050049,-0.562673099,0
87,A big scandal at @ABC News. They got caught using really gruesome FAKE footage of the Turks bombing in Syria. A real disgrace. Tomorrow they will ask softball questions to Sleepy Joe Biden’s son Hunter like why did Ukraine &amp; China pay you millions when you knew nothing? Payoff?,10-15-2019 00:21:30,2019-10-15,False,12629.79004,1.1340684890000001,1,2995.679932,0.985753841,1,15-10-2019,2991.050049,-0.562673099,0
88,Shifty Schiff now seems to think they don’t need the Whistleblower who started the whole Scam. The reason is that the Whistleblower has lost all credibility because the story is so far from the facts on the Transcript. Also the second Whistleblower is no longer even mentioned!,10-15-2019 00:17:05,2019-10-15,False,12629.79004,1.1340684890000001,1,2995.679932,0.985753841,1,15-10-2019,2991.050049,-0.562673099,0
89,Shifty Schiff now seems to think they don’t need the Whistleblower who started the whole Scam. The reason is that the Whistleblower has lost all credibility because the story is so far from the facts on the Transcrpt. Also the second Whistleblower is no longer even mentioned!,10-15-2019 00:11:12,2019-10-15,False,12629.79004,1.1340684890000001,1,2995.679932,0.985753841,1,15-10-2019,2991.050049,-0.562673099,0
90,The House gone rogue! I want to remind you a little bit about the ring leader in this whole rogue operation against the President of the United States... @MarkLevinShow https://t.co/EkXsaR9GPh,10-14-2019 22:34:04,2019-10-14,False,12486.55957,-0.200942628,0,2966.149902,-0.138904578,0,14-10-2019,3007.8798829999996,1.137677445,1
91,It doesn't speak for the FULL HOUSE because the FULL HOUSE hasn't spoken. The Democrat Party is pushing this Impeachment. This is a Democrat Party Impeachment as I have been saying a silent COUP effort. @MarkLevinShow https://t.co/sA9EgI2yBL,10-14-2019 22:19:27,2019-10-14,False,12486.55957,-0.200942628,0,2966.149902,-0.138904578,0,14-10-2019,3007.8798829999996,1.137677445,1
92,The Democrat Party has hijacked the House of Representatives... @MarkLevinShow https://t.co/SZhfmhzec2,10-14-2019 22:16:24,2019-10-14,False,12486.55957,-0.200942628,0,2966.149902,-0.138904578,0,14-10-2019,3007.8798829999996,1.137677445,1
93,Statement from President Donald J. Trump Regarding Turkey’s Actions in Northeast Syria https://t.co/ZCQC7nzmME,10-14-2019 19:55:09,2019-10-14,False,12486.55957,-0.200942628,0,2966.149902,-0.138904578,0,14-10-2019,3007.8798829999996,1.137677445,1
94,Some people want the United States to protect the 7000 mile away Border of Syria presided over by Bashar al-Assad our enemy. At the same time Syria and whoever they chose to help wants naturally to protect the Kurds....,10-14-2019 19:16:43,2019-10-14,False,12486.55957,-0.200942628,0,2966.149902,-0.138904578,0,14-10-2019,3007.8798829999996,1.137677445,1
95,....I would much rather focus on our Southern Border which abuts and is part of the United States of America. And by the way numbers are way down and the WALL is being built!,10-14-2019 19:16:43,2019-10-14,False,12486.55957,-0.200942628,0,2966.149902,-0.138904578,0,14-10-2019,3007.8798829999996,1.137677445,1
96,....and Assad to protect the land of our enemy? Anyone who wants to assist Syria in protecting the Kurds is good with me whether it is Russia China or Napoleon Bonaparte. I hope they all do great we are 7000 miles away!,10-14-2019 19:10:51,2019-10-14,False,12486.55957,-0.200942628,0,2966.149902,-0.138904578,0,14-10-2019,3007.8798829999996,1.137677445,1
